"Prov.letters","cn","BCR","RngAdj","Prov.num","ProvBCR"
"BC","Rock Ptarmigan",6,1.5,"11","11-6"
"BC","Rose-breasted Grosbeak",6,1,"11","11-6"
"BC","Ruby-crowned Kinglet",6,1,"11","11-6"
"BC","Ruffed Grouse",6,1,"11","11-6"
"BC","Rusty Blackbird",6,1,"11","11-6"
"BC","Savannah Sparrow",6,1,"11","11-6"
"BC","Say's Phoebe",6,0.57,"11","11-6"
"BC","Sharp-shinned Hawk",6,1,"11","11-6"
"BC","Sharp-tailed Grouse",6,1,"11","11-6"
"BC","Short-eared Owl",6,1,"11","11-6"
"BC","Song Sparrow",6,1,"11","11-6"
"BC","Spruce Grouse",6,1,"11","11-6"
"BC","Swainson's Hawk",6,1,"11","11-6"
"BC","Common Grackle",10,0.83,"11","11-10"
"BC","Common Nighthawk",10,1,"11","11-10"
"BC","Common Poorwill",10,0.62,"11","11-10"
"BC","Common Raven",10,1,"11","11-10"
"BC","Common Yellowthroat",10,1,"11","11-10"
"BC","Connecticut Warbler",10,0.93,"11","11-10"
"BC","Cooper's Hawk",10,0.9,"11","11-10"
"BC","Vesper Sparrow",6,0.51,"11","11-6"
"BC","Violet-green Swallow",6,0.39,"11","11-6"
"BC","Warbling Vireo",6,1,"11","11-6"
"BC","Western Tanager",6,1,"11","11-6"
"BC","Western Wood-Pewee",6,1,"11","11-6"
"BC","White-breasted Nuthatch",6,0.26,"11","11-6"
"BC","White-crowned Sparrow",6,1,"11","11-6"
"BC","White-tailed Ptarmigan",6,3,"11","11-6"
"BC","White-throated Sparrow",6,1,"11","11-6"
"BC","White-winged Crossbill",6,1,"11","11-6"
"BC","Willow Flycatcher",6,0.2,"11","11-6"
"BC","Willow Ptarmigan",6,1.84,"11","11-6"
"BC","Wilson's Warbler",6,1,"11","11-6"
"BC","Winter Wren",6,1.51,"11","11-6"
"BC","Yellow Warbler",6,1,"11","11-6"
"BC","Yellow-bellied Flycatcher",6,1,"11","11-6"
"BC","Yellow-bellied Sapsucker",6,1,"11","11-6"
"BC","Brown Thrasher",10,0.62,"11","11-10"
"BC","Brown-headed Cowbird",10,0.94,"11","11-10"
"BC","Bullock's Oriole",10,0.75,"11","11-10"
"BC","California Quail",10,0.62,"11","11-10"
"BC","Calliope Hummingbird",10,0.84,"11","11-10"
"BC","Canyon Wren",10,0.75,"11","11-10"
"BC","Vaux's Swift",10,0.88,"11","11-10"
"BC","Cassin's Finch",10,0.77,"11","11-10"
"BC","Cassin's Vireo",10,0.82,"11","11-10"
"BC","Cedar Waxwing",10,0.95,"11","11-10"
"BC","Chestnut-backed Chickadee",10,1.04,"11","11-10"
"BC","Chipping Sparrow",10,1,"11","11-10"
"BC","Chukar",10,0.62,"11","11-10"
"BC","Clark's Nutcracker",10,0.85,"11","11-10"
"BC","Clay-colored Sparrow",10,0.85,"11","11-10"
"BC","Cliff Swallow",10,1,"11","11-10"
"BC","American Tree Sparrow",10,2.49,"11","11-10"
"BC","Bald Eagle",10,1,"11","11-10"
"BC","Baltimore Oriole",10,0.62,"11","11-10"
"BC","Band-tailed Pigeon",10,0.62,"11","11-10"
"BC","Bank Swallow",10,0.95,"11","11-10"
"BC","Barn Swallow",10,1,"11","11-10"
"BC","Barred Owl",10,0.95,"11","11-10"
"BC","Cordilleran Flycatcher",10,0.82,"11","11-10"
"BC","Dark-eyed Junco",10,1,"11","11-10"
"BC","Downy Woodpecker",10,1,"11","11-10"
"BC","Dusky Flycatcher",10,0.97,"11","11-10"
"BC","Dusky Grouse",10,1,"11","11-10"
"BC","Eastern Kingbird",10,0.99,"11","11-10"
"BC","Eastern Phoebe",10,0.92,"11","11-10"
"BC","European Starling",10,1,"11","11-10"
"BC","Evening Grosbeak",10,0.97,"11","11-10"
"BC","Flammulated Owl",10,0.73,"11","11-10"
"BC","Fox Sparrow",10,1,"11","11-10"
"BC","Golden Eagle",10,1,"11","11-10"
"BC","Golden-crowned Kinglet",10,1,"11","11-10"
"BC","Golden-crowned Sparrow",10,1.02,"11","11-10"
"BC","Grasshopper Sparrow",10,0.62,"11","11-10"
"BC","Gray Catbird",10,0.81,"11","11-10"
"BC","Gray Jay",10,1,"11","11-10"
"BC","Gray-crowned Rosy-Finch",10,1.01,"11","11-10"
"BC","Great Gray Owl",10,1,"11","11-10"
"BC","Great Horned Owl",10,1,"11","11-10"
"BC","Hairy Woodpecker",10,1,"11","11-10"
"BC","Hammond's Flycatcher",10,1,"11","11-10"
"BC","Hermit Thrush",10,1,"11","11-10"
"BC","Horned Lark",10,0.99,"11","11-10"
"BC","House Finch",10,0.62,"11","11-10"
"BC","House Sparrow",10,0.99,"11","11-10"
"BC","House Wren",10,0.79,"11","11-10"
"BC","Lazuli Bunting",10,0.79,"11","11-10"
"BC","American Kestrel",10,1,"11","11-10"
"BC","American Pipit",10,1,"11","11-10"
"BC","American Redstart",10,1,"11","11-10"
"BC","American Robin",10,1,"11","11-10"
"BC","American Three-toed Woodpecker",10,1,"11","11-10"
"BC","Western Tanager",10,1,"11","11-10"
"BC","Western Wood-Pewee",10,1,"11","11-10"
"BC","White-breasted Nuthatch",10,0.84,"11","11-10"
"BC","White-crowned Sparrow",10,1,"11","11-10"
"BC","White-headed Woodpecker",10,0.62,"11","11-10"
"BC","White-tailed Ptarmigan",10,1,"11","11-10"
"BC","White-throated Sparrow",10,1.15,"11","11-10"
"BC","Belted Kingfisher",10,1,"11","11-10"
"BC","Black Swift",10,0.84,"11","11-10"
"BC","Black-backed Woodpecker",10,1,"11","11-10"
"BC","Black-billed Magpie",10,1,"11","11-10"
"BC","Black-capped Chickadee",10,1,"11","11-10"
"BC","Black-chinned Hummingbird",10,0.73,"11","11-10"
"BC","Black-headed Grosbeak",10,0.73,"11","11-10"
"BC","Blackpoll Warbler",10,1.21,"11","11-10"
"BC","Black-throated Gray Warbler",10,0.73,"11","11-10"
"BC","Blue Jay",10,0.83,"11","11-10"
"BC","Blue-headed Vireo",10,0.73,"11","11-10"
"BC","Bobolink",10,0.62,"11","11-10"
"BC","Bohemian Waxwing",10,1,"11","11-10"
"BC","Boreal Chickadee",10,0.95,"11","11-10"
"BC","Boreal Owl",10,1,"11","11-10"
"BC","Brewer's Blackbird",10,0.85,"11","11-10"
"BC","Brewer's Sparrow",10,1,"11","11-10"
"BC","Brown Creeper",10,0.95,"11","11-10"
"BC","Tennessee Warbler",10,1.24,"11","11-10"
"BC","Townsend's Solitaire",10,0.97,"11","11-10"
"BC","Townsend's Warbler",10,0.97,"11","11-10"
"BC","Tree Swallow",10,1,"11","11-10"
"BC","Turkey Vulture",10,0.75,"11","11-10"
"BC","Varied Thrush",10,1.01,"11","11-10"
"BC","Alder Flycatcher",10,1.17,"11","11-10"
"BC","American Crow",10,0.93,"11","11-10"
"BC","American Dipper",10,1,"11","11-10"
"BC","American Goldfinch",10,0.71,"11","11-10"
"BC","Warbling Vireo",10,1,"11","11-10"
"BC","Western Bluebird",10,0.78,"11","11-10"
"BC","Western Kingbird",10,0.84,"11","11-10"
"BC","Western Meadowlark",10,0.87,"11","11-10"
"BC","Western Screech-Owl",10,0.84,"11","11-10"
"BC","Winter Wren",10,0.99,"11","11-10"
"BC","Yellow Warbler",10,1,"11","11-10"
"BC","Yellow-bellied Flycatcher",10,1.29,"11","11-10"
"BC","Yellow-bellied Sapsucker",10,1.45,"11","11-10"
"BC","Yellow-breasted Chat",10,0.82,"11","11-10"
"BC","Yellow-headed Blackbird",10,0.92,"11","11-10"
"BC","Yellow-rumped Warbler",10,1,"11","11-10"
"BC","White-throated Swift",10,0.75,"11","11-10"
"BC","White-winged Crossbill",10,1.01,"11","11-10"
"BC","Williamson's Sapsucker",10,0.62,"11","11-10"
"BC","Willow Flycatcher",10,0.96,"11","11-10"
"BC","Willow Ptarmigan",10,1.1,"11","11-10"
"BC","Wilson's Warbler",10,1,"11","11-10"
"BC","Savannah Sparrow",10,1,"11","11-10"
"BC","Say's Phoebe",10,1.05,"11","11-10"
"BC","Sharp-shinned Hawk",10,1,"11","11-10"
"BC","Sharp-tailed Grouse",10,0.92,"11","11-10"
"BC","Short-eared Owl",10,1,"11","11-10"
"BC","Song Sparrow",10,1,"11","11-10"
"BC","Veery",10,0.88,"11","11-10"
"BC","Sprague's Pipit",10,0.62,"11","11-10"
"BC","Spruce Grouse",10,1,"11","11-10"
"BC","Steller's Jay",10,0.97,"11","11-10"
"BC","Swainson's Hawk",10,1,"11","11-10"
"BC","Swainson's Thrush",10,1,"11","11-10"
"BC","Swamp Sparrow",10,1.06,"11","11-10"
"BC","Violet-green Swallow",10,1,"11","11-10"
"BC","Spotted Owl",10,0.62,"11","11-10"
"BC","Vesper Sparrow",10,0.84,"11","11-10"
"BC","Sage Thrasher",10,0.83,"11","11-10"
"BC","Spotted Towhee",10,0.76,"11","11-10"
"MB","American Tree Sparrow",7,1,"45","45-7"
"MB","Blue-headed Vireo",7,1,"45","45-7"
"MB","Bohemian Waxwing",7,0.84,"45","45-7"
"MB","Boreal Chickadee",7,1,"45","45-7"
"MB","Boreal Owl",7,1,"45","45-7"
"MB","Bald Eagle",7,0.84,"45","45-7"
"MB","Bank Swallow",7,3,"45","45-7"
"MB","Bay-breasted Warbler",7,1.5,"45","45-7"
"MB","Belted Kingfisher",7,3,"45","45-7"
"MB","Black-and-white Warbler",7,1.5,"45","45-7"
"MB","Black-backed Woodpecker",7,3,"45","45-7"
"MB","Black-capped Chickadee",7,1.5,"45","45-7"
"MB","Blackpoll Warbler",7,1,"45","45-7"
"MB","Black-throated Green Warbler",7,1,"45","45-7"
"MB","European Starling",7,1,"45","45-7"
"MB","Fox Sparrow",7,1,"45","45-7"
"MB","Golden Eagle",7,1,"45","45-7"
"MB","Golden-crowned Kinglet",7,0.59,"45","45-7"
"MB","Gray Jay",7,3,"45","45-7"
"MB","Gray-cheeked Thrush",7,1,"45","45-7"
"MB","Great Gray Owl",7,3,"45","45-7"
"MB","Common Nighthawk",7,3,"45","45-7"
"MB","Common Raven",7,1,"45","45-7"
"MB","Common Redpoll",7,0.86,"45","45-7"
"MB","Dark-eyed Junco",7,1,"45","45-7"
"MB","Downy Woodpecker",7,2,"45","45-7"
"MB","Eastern Phoebe",7,1.5,"45","45-7"
"MB","Horned Lark",7,0.76,"45","45-7"
"MB","House Sparrow",7,3,"45","45-7"
"MB","Lapland Longspur",7,0.52,"45","45-7"
"MB","Le Conte's Sparrow",7,2,"45","45-7"
"MB","Lincoln's Sparrow",7,1,"45","45-7"
"MB","Magnolia Warbler",7,1.5,"45","45-7"
"MB","Merlin",7,1,"45","45-7"
"MB","Nelson's Sparrow",7,0.29,"45","45-7"
"MB","Northern Flicker",7,3,"45","45-7"
"MB","Northern Goshawk",7,1,"45","45-7"
"MB","Northern Harrier",7,1,"45","45-7"
"MB","Northern Hawk Owl",7,1,"45","45-7"
"MB","Northern Shrike",7,0.78,"45","45-7"
"MB","Northern Waterthrush",7,1,"45","45-7"
"MB","Olive-sided Flycatcher",7,3,"45","45-7"
"MB","Orange-crowned Warbler",7,0.84,"45","45-7"
"MB","Osprey",7,0.77,"45","45-7"
"MB","Palm Warbler",7,0.77,"45","45-7"
"MB","Cape May Warbler",7,1.5,"45","45-7"
"MB","Cedar Waxwing",7,3,"45","45-7"
"MB","Chipping Sparrow",7,1,"45","45-7"
"MB","Common Grackle",7,1,"45","45-7"
"MB","Tennessee Warbler",8,1,"45","45-8"
"MB","Tree Swallow",8,1,"45","45-8"
"MB","Turkey Vulture",8,0.1,"45","45-8"
"MB","Veery",8,0.1,"45","45-8"
"MB","Vesper Sparrow",8,0.17,"45","45-8"
"MB","Warbling Vireo",8,0.1,"45","45-8"
"MB","Western Meadowlark",8,0.14,"45","45-8"
"MB","White-breasted Nuthatch",8,0.1,"45","45-8"
"MB","White-crowned Sparrow",8,0.99,"45","45-8"
"MB","White-throated Sparrow",8,1,"45","45-8"
"MB","White-winged Crossbill",8,1,"45","45-8"
"MB","Willow Ptarmigan",8,0.4,"45","45-8"
"MB","Wilson's Warbler",8,1,"45","45-8"
"MB","Great Horned Owl",7,3,"45","45-7"
"MB","Hairy Woodpecker",7,2,"45","45-7"
"MB","Harris's Sparrow",7,1,"45","45-7"
"MB","Hermit Thrush",7,1,"45","45-7"
"MB","Hoary Redpoll",7,0.44,"45","45-7"
"MB","Red Crossbill",8,0.57,"45","45-8"
"MB","Red-breasted Nuthatch",8,0.45,"45","45-8"
"MB","Red-eyed Vireo",8,0.44,"45","45-8"
"MB","Red-headed Woodpecker",8,0.1,"45","45-8"
"MB","Red-tailed Hawk",8,1,"45","45-8"
"MB","Red-winged Blackbird",8,1.14,"45","45-8"
"MB","Rock Pigeon",8,0.1,"45","45-8"
"MB","Rose-breasted Grosbeak",8,0.1,"45","45-8"
"MB","Ruby-crowned Kinglet",8,1,"45","45-8"
"MB","Ruby-throated Hummingbird",8,0.1,"45","45-8"
"MB","Ruffed Grouse",8,1,"45","45-8"
"MB","Rusty Blackbird",8,1,"45","45-8"
"MB","Savannah Sparrow",8,1,"45","45-8"
"MB","Sedge Wren",8,0.14,"45","45-8"
"MB","Sharp-shinned Hawk",8,1.22,"45","45-8"
"MB","Sharp-tailed Grouse",8,1,"45","45-8"
"MB","Short-eared Owl",8,1,"45","45-8"
"MB","Smith's Longspur",8,0.1,"45","45-8"
"MB","Song Sparrow",8,1,"45","45-8"
"MB","Sprague's Pipit",8,0.19,"45","45-8"
"MB","Spruce Grouse",8,1,"45","45-8"
"MB","Swainson's Thrush",8,1,"45","45-8"
"MB","Swamp Sparrow",8,1,"45","45-8"
"MB","Bank Swallow",8,1,"45","45-8"
"MB","Barn Swallow",8,0.89,"45","45-8"
"MB","Barred Owl",8,0.44,"45","45-8"
"MB","Bay-breasted Warbler",8,1,"45","45-8"
"MB","Belted Kingfisher",8,1,"45","45-8"
"MB","Black-and-white Warbler",8,0.58,"45","45-8"
"MB","Black-backed Woodpecker",8,1,"45","45-8"
"MB","Black-billed Cuckoo",8,0.1,"45","45-8"
"MB","Black-billed Magpie",8,1,"45","45-8"
"MB","Blackburnian Warbler",8,0.58,"45","45-8"
"MB","Black-capped Chickadee",8,1.18,"45","45-8"
"MB","Blackpoll Warbler",8,2.76,"45","45-8"
"MB","Black-throated Green Warbler",8,1.23,"45","45-8"
"MB","Blue Jay",8,0.71,"45","45-8"
"MB","Blue-headed Vireo",8,1.31,"45","45-8"
"MB","Bobolink",8,0.1,"45","45-8"
"MB","Bohemian Waxwing",8,1.45,"45","45-8"
"MB","Boreal Chickadee",8,1,"45","45-8"
"MB","Boreal Owl",8,1,"45","45-8"
"MB","Brewer's Blackbird",8,0.1,"45","45-8"
"MB","Broad-winged Hawk",8,0.4,"45","45-8"
"MB","Brown Creeper",8,0.8,"45","45-8"
"MB","Brown Thrasher",8,0.1,"45","45-8"
"MB","Brown-headed Cowbird",8,0.1,"45","45-8"
"MB","Canada Warbler",8,0.93,"45","45-8"
"MB","Cape May Warbler",8,1.36,"45","45-8"
"MB","Cedar Waxwing",8,1.4,"45","45-8"
"MB","Chestnut-sided Warbler",8,0.44,"45","45-8"
"MB","Chimney Swift",8,0.14,"45","45-8"
"MB","Chipping Sparrow",8,1,"45","45-8"
"MB","Clay-colored Sparrow",8,0.23,"45","45-8"
"MB","Cliff Swallow",8,0.31,"45","45-8"
"MB","Common Grackle",8,1.18,"45","45-8"
"MB","Common Nighthawk",8,1,"45","45-8"
"MB","Common Raven",8,1,"45","45-8"
"MB","Common Redpoll",8,0.1,"45","45-8"
"MB","Pine Grosbeak",7,1,"45","45-7"
"MB","Red-tailed Hawk",7,3,"45","45-7"
"MB","Rough-legged Hawk",7,0.56,"45","45-7"
"MB","Ruby-crowned Kinglet",7,3,"45","45-7"
"MB","Ruffed Grouse",7,2,"45","45-7"
"MB","Rusty Blackbird",7,1,"45","45-7"
"MB","Savannah Sparrow",7,1,"45","45-7"
"MB","Sharp-shinned Hawk",7,1.5,"45","45-7"
"MB","Sharp-tailed Grouse",7,3,"45","45-7"
"MB","Short-eared Owl",7,1,"45","45-7"
"MB","Smith's Longspur",7,0.47,"45","45-7"
"MB","Snowy Owl",7,0.37,"45","45-7"
"MB","Song Sparrow",7,3,"45","45-7"
"MB","Spruce Grouse",7,1,"45","45-7"
"MB","Swainson's Thrush",7,3,"45","45-7"
"MB","Swamp Sparrow",7,1,"45","45-7"
"MB","Tennessee Warbler",7,0.93,"45","45-7"
"MB","Tree Swallow",7,3,"45","45-7"
"MB","White-crowned Sparrow",7,1,"45","45-7"
"MB","White-throated Sparrow",7,1,"45","45-7"
"MB","White-winged Crossbill",7,1,"45","45-7"
"MB","Willow Ptarmigan",7,0.83,"45","45-7"
"MB","Wilson's Warbler",7,0.87,"45","45-7"
"MB","Winter Wren",7,1.5,"45","45-7"
"MB","Yellow Warbler",7,1,"45","45-7"
"MB","Yellow-bellied Flycatcher",7,1,"45","45-7"
"MB","Yellow-bellied Sapsucker",7,1.5,"45","45-7"
"MB","Yellow-rumped Warbler",7,3,"45","45-7"
"MB","Le Conte's Sparrow",8,1.09,"45","45-8"
"MB","Least Flycatcher",8,1.27,"45","45-8"
"MB","Lincoln's Sparrow",8,1,"45","45-8"
"MB","Loggerhead Shrike",8,0.1,"45","45-8"
"MB","Long-eared Owl",8,1.4,"45","45-8"
"MB","Magnolia Warbler",8,1.4,"45","45-8"
"MB","Marsh Wren",8,0.1,"45","45-8"
"MB","Merlin",8,1,"45","45-8"
"MB","Mourning Dove",8,0.1,"45","45-8"
"MB","Mourning Warbler",8,0.58,"45","45-8"
"MB","Nashville Warbler",8,0.45,"45","45-8"
"MB","Nelson's Sparrow",8,0.1,"45","45-8"
"MB","Northern Flicker",8,1,"45","45-8"
"MB","Northern Goshawk",8,1,"45","45-8"
"MB","Northern Harrier",8,1,"45","45-8"
"MB","Northern Hawk Owl",8,1,"45","45-8"
"MB","Northern Mockingbird",8,0.1,"45","45-8"
"MB","Northern Parula",8,0.15,"45","45-8"
"MB","Northern Rough-winged Swallow",8,0.1,"45","45-8"
"MB","Northern Saw-whet Owl",8,0.8,"45","45-8"
"MB","Northern Shrike",8,0.2,"45","45-8"
"MB","Northern Waterthrush",8,1,"45","45-8"
"MB","Olive-sided Flycatcher",8,1,"45","45-8"
"MB","Orange-crowned Warbler",8,1,"45","45-8"
"MB","Osprey",8,1,"45","45-8"
"MB","Ovenbird",8,0.76,"45","45-8"
"MB","Palm Warbler",8,1,"45","45-8"
"MB","Philadelphia Vireo",8,0.57,"45","45-8"
"MB","Pileated Woodpecker",8,1.27,"45","45-8"
"MB","Pine Grosbeak",8,1,"45","45-8"
"MB","Pine Siskin",8,0.44,"45","45-8"
"MB","Pine Warbler",8,0.15,"45","45-8"
"MB","Purple Finch",8,0.53,"45","45-8"
"MB","Purple Martin",8,0.1,"45","45-8"
"MB","Alder Flycatcher",7,1,"45","45-7"
"MB","American Crow",7,0.8,"45","45-7"
"MB","American Kestrel",7,3,"45","45-7"
"MB","American Pipit",7,0.32,"45","45-7"
"MB","American Robin",7,1,"45","45-7"
"MB","American Three-toed Woodpecker",7,0.99,"45","45-7"
"MB","House Wren",8,0.1,"45","45-8"
"MB","Indigo Bunting",8,0.1,"45","45-8"
"MB","Bald Eagle",8,1,"45","45-8"
"MB","Baltimore Oriole",8,0.1,"45","45-8"
"MB","Downy Woodpecker",8,1,"45","45-8"
"MB","Eastern Kingbird",8,0.39,"45","45-8"
"MB","Eastern Phoebe",8,1.31,"45","45-8"
"MB","Alder Flycatcher",8,1,"45","45-8"
"MB","American Crow",8,1,"45","45-8"
"MB","American Goldfinch",8,0.1,"45","45-8"
"MB","American Kestrel",8,1,"45","45-8"
"MB","American Redstart",8,0.4,"45","45-8"
"MB","American Robin",8,1,"45","45-8"
"MB","American Three-toed Woodpecker",8,1,"45","45-8"
"MB","American Tree Sparrow",8,1.85,"45","45-8"
"MB","Gray Catbird",8,0.1,"45","45-8"
"MB","Gray Jay",8,1,"45","45-8"
"MB","Gray Partridge",8,0.1,"45","45-8"
"MB","Winter Wren",8,1.02,"45","45-8"
"MB","Yellow Warbler",8,1,"45","45-8"
"MB","Eastern Towhee",8,0.1,"45","45-8"
"MB","Eastern Whip-poor-will",8,0.1,"45","45-8"
"MB","Eastern Wood-Pewee",8,0.1,"45","45-8"
"MB","European Starling",8,1,"45","45-8"
"MB","Evening Grosbeak",8,0.1,"45","45-8"
"MB","Fox Sparrow",8,1.94,"45","45-8"
"MB","Golden Eagle",8,1,"45","45-8"
"MB","Golden-crowned Kinglet",8,1,"45","45-8"
"MB","Connecticut Warbler",8,0.24,"45","45-8"
"MB","Cooper's Hawk",8,0.14,"45","45-8"
"MB","Dark-eyed Junco",8,1,"45","45-8"
"MB","Yellow-headed Blackbird",8,0.1,"45","45-8"
"MB","Gray-cheeked Thrush",8,2.06,"45","45-8"
"MB","Yellow-bellied Flycatcher",8,1,"45","45-8"
"MB","Yellow-bellied Sapsucker",8,1.36,"45","45-8"
"MB","House Sparrow",8,1.35,"45","45-8"
"MB","Yellow-rumped Warbler",8,1,"45","45-8"
"MB","Hermit Thrush",8,1,"45","45-8"
"MB","Horned Lark",8,0.13,"45","45-8"
"MB","Great Gray Owl",8,1,"45","45-8"
"MB","Common Yellowthroat",8,1.02,"45","45-8"
"MB","Hairy Woodpecker",8,1,"45","45-8"
"MB","Great Crested Flycatcher",8,0.14,"45","45-8"
"MB","Great Horned Owl",8,1,"45","45-8"
"MB","Harris's Sparrow",8,1.07,"45","45-8"
"NL","Pine Grosbeak",7,1,"57","57-7"
"NL","Orange-crowned Warbler",7,0.5,"57","57-7"
"NL","Palm Warbler",7,0.91,"57","57-7"
"NL","American Three-toed Woodpecker",8,1,"57","57-8"
"NL","Pine Siskin",7,0.5,"57","57-7"
"NL","Osprey",7,0.87,"57","57-7"
"NL","Black-and-white Warbler",8,0.89,"57","57-8"
"NL","Black-backed Woodpecker",8,1,"57","57-8"
"NL","Northern Wheatear",7,2,"57","57-7"
"NL","Olive-sided Flycatcher",7,0.43,"57","57-7"
"NL","American Redstart",8,0.94,"57","57-8"
"NL","American Robin",8,1,"57","57-8"
"NL","Snowy Owl",7,2,"57","57-7"
"NL","American Tree Sparrow",8,1.43,"57","57-8"
"NL","Bald Eagle",8,0.89,"57","57-8"
"NL","Bank Swallow",8,1.09,"57","57-8"
"NL","Barn Swallow",8,0.92,"57","57-8"
"NL","Bay-breasted Warbler",8,0.85,"57","57-8"
"NL","Belted Kingfisher",8,1,"57","57-8"
"NL","White-throated Sparrow",7,0.75,"57","57-7"
"NL","White-winged Crossbill",7,0.91,"57","57-7"
"NL","Willow Ptarmigan",7,1,"57","57-7"
"NL","Wilson's Warbler",7,1,"57","57-7"
"NL","Yellow Warbler",7,0.73,"57","57-7"
"NL","Yellow-bellied Flycatcher",7,0.75,"57","57-7"
"NL","Yellow-rumped Warbler",7,1,"57","57-7"
"NL","Spruce Grouse",7,1,"57","57-7"
"NL","Swainson's Thrush",7,0.75,"57","57-7"
"NL","Swamp Sparrow",7,0.8,"57","57-7"
"NL","Tennessee Warbler",7,1,"57","57-7"
"NL","Tree Swallow",7,0.75,"57","57-7"
"NL","White-crowned Sparrow",7,1,"57","57-7"
"NL","Alder Flycatcher",8,0.91,"57","57-8"
"NL","American Crow",8,0.98,"57","57-8"
"NL","American Goldfinch",8,0.85,"57","57-8"
"NL","American Kestrel",8,0.92,"57","57-8"
"NL","American Pipit",8,1.02,"57","57-8"
"NL","Alder Flycatcher",7,0.69,"57","57-7"
"NL","American Crow",7,3,"57","57-7"
"NL","American Pipit",7,2,"57","57-7"
"NL","American Redstart",7,0.54,"57","57-7"
"NL","American Robin",7,1,"57","57-7"
"NL","American Three-toed Woodpecker",7,0.92,"57","57-7"
"NL","American Tree Sparrow",7,1,"57","57-7"
"NL","Bald Eagle",7,0.54,"57","57-7"
"NL","Bank Swallow",7,0.75,"57","57-7"
"NL","Belted Kingfisher",7,0.88,"57","57-7"
"NL","Black-backed Woodpecker",7,0.75,"57","57-7"
"NL","Blackpoll Warbler",7,1,"57","57-7"
"NL","Black-throated Green Warbler",7,1.63,"57","57-7"
"NL","Boreal Chickadee",7,0.94,"57","57-7"
"NL","Boreal Owl",7,0.85,"57","57-7"
"NL","Brown Creeper",7,1,"57","57-7"
"NL","Common Nighthawk",7,0.62,"57","57-7"
"NL","Common Raven",7,1,"57","57-7"
"NL","Common Redpoll",7,0.9,"57","57-7"
"NL","Common Yellowthroat",7,1.5,"57","57-7"
"NL","Dark-eyed Junco",7,0.95,"57","57-7"
"NL","European Starling",7,0.94,"57","57-7"
"NL","Fox Sparrow",7,1,"57","57-7"
"NL","Golden Eagle",7,1,"57","57-7"
"NL","Gray Jay",7,0.99,"57","57-7"
"NL","Gray-cheeked Thrush",7,1,"57","57-7"
"NL","Great Horned Owl",7,0.89,"57","57-7"
"NL","Gyrfalcon",7,1.5,"57","57-7"
"NL","Hairy Woodpecker",7,1,"57","57-7"
"NL","Hermit Thrush",7,1.85,"57","57-7"
"NL","Horned Lark",7,1,"57","57-7"
"NL","Lapland Longspur",7,1,"57","57-7"
"NL","Lincoln's Sparrow",7,1,"57","57-7"
"NL","Merlin",7,1,"57","57-7"
"NL","Northern Flicker",7,0.87,"57","57-7"
"NL","Northern Goshawk",7,1,"57","57-7"
"NL","Northern Hawk Owl",7,0.94,"57","57-7"
"NL","Northern Shrike",7,1.82,"57","57-7"
"NL","Northern Waterthrush",7,0.94,"57","57-7"
"NL","Tennessee Warbler",8,0.82,"57","57-8"
"NL","Tree Swallow",8,1.43,"57","57-8"
"NL","Veery",8,0.93,"57","57-8"
"NL","White-crowned Sparrow",8,1.06,"57","57-8"
"NL","White-throated Sparrow",8,1,"57","57-8"
"NL","White-winged Crossbill",8,1,"57","57-8"
"NL","Willow Ptarmigan",8,1.02,"57","57-8"
"NL","Red-breasted Nuthatch",7,1.05,"57","57-7"
"NL","Rock Ptarmigan",7,1.5,"57","57-7"
"NL","Rough-legged Hawk",7,1.74,"57","57-7"
"NL","Ruby-crowned Kinglet",7,1,"57","57-7"
"NL","Ruffed Grouse",7,0.53,"57","57-7"
"NL","Rusty Blackbird",7,1,"57","57-7"
"NL","Savannah Sparrow",7,1,"57","57-7"
"NL","Sharp-shinned Hawk",7,0.56,"57","57-7"
"NL","Short-eared Owl",7,1,"57","57-7"
"NL","Snow Bunting",7,2,"57","57-7"
"NL","Black-throated Green Warbler",8,0.96,"57","57-8"
"NL","Blue Jay",8,0.89,"57","57-8"
"NL","Blue-headed Vireo",8,0.85,"57","57-8"
"NL","Bobolink",8,0.92,"57","57-8"
"NL","Boreal Chickadee",8,1,"57","57-8"
"NL","Boreal Owl",8,1.43,"57","57-8"
"NL","Brown Creeper",8,0.92,"57","57-8"
"NL","Brown-headed Cowbird",8,0.92,"57","57-8"
"NL","Cedar Waxwing",8,0.91,"57","57-8"
"NL","Chipping Sparrow",8,0.84,"57","57-8"
"NL","Common Grackle",8,0.85,"57","57-8"
"NL","Common Raven",8,1,"57","57-8"
"NL","Common Redpoll",8,1,"57","57-8"
"NL","Common Yellowthroat",8,0.89,"57","57-8"
"NL","Dark-eyed Junco",8,1.02,"57","57-8"
"NL","Downy Woodpecker",8,0.89,"57","57-8"
"NL","European Starling",8,1,"57","57-8"
"NL","Evening Grosbeak",8,0.93,"57","57-8"
"NL","Fox Sparrow",8,1,"57","57-8"
"NL","Golden Eagle",8,1.43,"57","57-8"
"NL","Golden-crowned Kinglet",8,0.9,"57","57-8"
"NL","Gray Jay",8,1,"57","57-8"
"NL","Gray-cheeked Thrush",8,1,"57","57-8"
"NL","Great Horned Owl",8,1,"57","57-8"
"NL","Hairy Woodpecker",8,0.89,"57","57-8"
"NL","Hermit Thrush",8,1,"57","57-8"
